#Parameters = {phi=0; pitch=315; r=300; theta=0; thk=200}
#"Frequency / PHz"	"SZmin(1),Zmax(1) [Real/Imaginary Part] [Re]"	"SZmin(1),Zmax(1) [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------------------
0.33310273111111	-0.26149437477173	0.81661709322987
0.33532341598519	-0.22115119573197	0.82212022645375
0.33754410085926	-0.17942834710714	0.82526970239157
0.33976478573333	-0.13635195403704	0.82578801223435
0.34198547060741	-0.091973983428039	0.82335610306321
0.34420615548148	-0.046382774584342	0.81760749063515
0.34642684035556	0.00028265408102458	0.80812244999246
0.34864752522963	0.047813299765650	0.79442307119733
0.35086821010370	0.095904373078493	0.77597058122363
0.35308889497778	0.14412129156326	0.75216730868089
0.35530957985185	0.19185579148870	0.72236716571507
0.35753026472593	0.23827109452855	0.68590071373393
0.35975094960000	0.28223690003076	0.64212386253528
0.36197163447407	0.32225909281090	0.59050281510093
0.36419231934815	0.35641701727990	0.53075100104139
0.36641300422222	0.38233471088196	0.46303374605288
0.36863368909630	0.39723221027786	0.38824775145008
0.37085437397037	0.39812506036819	0.30835615735255
0.37307505884444	0.38225032928336	0.22670657301421
0.37529574371852	0.34776637430046	0.14818021479456
0.37751642859259	0.29466433561235	0.078948805177090
0.37973711346667	0.22563596089165	0.025634521298733
0.38195779834074	0.14645493494654	-0.0061274737733569
0.38417848321481	0.065445155469008	-0.013349562135814
0.38639916808889	-0.0080239937277261	0.0031040031372858
0.38861985296296	-0.065519174186233	0.038347524775454
0.39084053783704	-0.10121121063279	0.084367550908146
0.39306122271111	-0.11270314133314	0.13141962189654
0.39528190758519	-0.10110785590153	0.16920670405202
0.39750259245926	-0.070991312823037	0.18745130197812
0.39972327733333	-0.031024232865377	0.17608552369253
0.40194396220741	0.0038891746454683	0.12616811945676
0.40416464708148	0.0091628354552994	0.034166904384595
0.40638533195556	-0.049896315303551	-0.086305456298270
0.40860601682963	-0.20172671514822	-0.18763792676865
0.41082670170370	-0.42668038902884	-0.19599027318958
0.41304738657778	-0.64108842731958	-0.075161662336509
0.41526807145185	-0.76704081605915	0.12918421816064
0.41748875632593	-0.79379364769055	0.34363836021705
0.41970944120000	-0.75283243392529	0.52613798809313
0.42193012607407	-0.67688626435245	0.66733833733110
0.42415081094815	-0.58666214592264	0.77225310064278
0.42637149582222	-0.49287495915766	0.84886468748317
0.42859218069630	-0.40046456249596	0.90415402938874
0.43081286557037	-0.31145339427685	0.94337050558093
0.43303355044444	-0.22648447073648	0.97026584762696
0.43525423531852	-0.14558287403597	0.98748364672865
0.43747492019259	-0.068519676010548	0.99688786351295
0.43969560506667	0.0050178724542659	0.99980032150676
0.44191628994074	0.075348377942873	0.99715727041494
0.44413697481481	0.14276507955960	0.98965037561596
0.44635765968889	0.20751795564760	0.97773776057145
0.44857834456296	0.26981437189434	0.96175614639110
0.45079902943704	0.32981616303575	0.94192287991764
0.45301971431111	0.38764030034373	0.91836450336794
0.45524039918519	0.44335834568035	0.89113142296403
0.45746108405926	0.49699423679933	0.86020717481068
0.45968176893333	0.54851964545646	0.82551381790803
0.46190245380741	0.59784608862145	0.78691458688849
0.46412313868148	0.64481274507381	0.74421479153003
0.46634382355556	0.68916855241864	0.69716205998750
0.46856450842963	0.73054663141402	0.64544746077903
0.47078519330370	0.76842841320906	0.58870997103149
0.47300587817778	0.80209409912153	0.52654849078334
0.47522656305185	0.83055550296945	0.45854864873894
0.47744724792593	0.85246757195856	0.38433679846548
0.47966793280000	0.86601754613438	0.30368193050540
0.48188861767407	0.86879931626109	0.21667866763808
0.48410930254815	0.85770213977586	0.12406028370122
0.48632998742222	0.82888972215646	0.027702533472607
0.48855067229630	0.77803303687045	-0.068637898602923
0.49077135717037	0.70108767128077	-0.15841344538749
0.49299204204444	0.59599572043742	-0.23156727653063
0.49521272691852	0.46547392092520	-0.27491301558241
0.49743341179259	0.32007160683502	-0.27495763854728
0.49965409666667	0.17898750050731	-0.22370233938458
0.50187478154074	0.065646094969728	-0.12491904950126
0.50409546641481	-0.0013838919877235	0.0044800681786869
0.50631615128889	-0.016008159362196	0.14072004098703
0.50853683616296	0.015053631532453	0.26262446615296
0.51075752103704	0.078076988272620	0.35730782522706
0.51297820591111	0.15874506109344	0.41994660442229
0.51519889078519	0.24557616203328	0.44991925039405
0.51741957565926	0.32989719090576	0.44457722894431
0.51964026053333	0.39823468839612	0.37936675528546
0.52186094540741	0.022131423812489	0.0011029311877701
0.52408163028148	0.50937986712016	0.70469498603438
0.52630231515556	0.60953537945012	0.56155326884176
0.52852300002963	0.66931635791874	0.49031560692306
0.53074368490370	0.71805081450683	0.43260753848257
0.53296436977778	0.75930167639595	0.37846951011085
0.53518505465185	0.79427286591677	0.32520484293848
0.53740573952593	0.82364319764937	0.27196712416016
0.53962642440000	0.84789292233268	0.21850874444576
0.54184710927407	0.86739228072341	0.16480006919696
0.54406779414815	0.88243491010749	0.11089462303010
0.54628847902222	0.89325474094895	0.056877477706243
0.54850916389630	0.90003667474264	0.0028451769466024
0.55072984877037	0.90292429316135	-0.051101486597558
0.55295053364444	0.90202580496991	-0.10485921857823
0.55517121851852	0.89741877061545	-0.15832156989292
